"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-02-15","0.00","0.0","0","59","38","49"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-02-16","1.18","0.0","0","56","46","46"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-02-17","0.35","0.0","0","59","46","47"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-02-18","0.00","0.0","0","65","42","52"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-02-19","0.00","0.0","0","74","47","48"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-02-20","0.00","0.0","0","74","48","52"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-02-21","0.00","0.0","0","67","47","57"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-02-22","0.00","0.0","0","68","55","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-02-23","0.00","0.0","0","72","53","54"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-02-24","0.00","0.0","0","65","46","54"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-02-25","0.00","0.0","0","65","50","50"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-02-26","0.00","0.0","0","66","45","51"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-02-27","0.00","0.0","0","68","48","50"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-02-28","0.00","0.0","0","81","46","54"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-01","0.00","0.0","0","76","52","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-02","0.00","0.0","0","63","51","55"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-03","0.00","0.0","0","66","51","53"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-04","0.31","0.0","0","62","46","46"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-05","0.00","0.0","0","61","42","46"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-06","0.00","0.0","0","61","43","46"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-07","0.00","0.0","0","62","41","45"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-08","0.00","0.0","0","63","43","52"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-09","0.00","0.0","0","61","50","50"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-10","0.00","0.0","0","62","42","46"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-11","0.00","0.0","0","60","42","53"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-12","0.00","0.0","0","62","48","46"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-13","0.00","0.0","0","63","43","49"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-14","0.00","0.0","0","62","49","52"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-15","0.00","0.0","0","63","47","48"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-16","0.00","0.0","0","66","45","53"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-17","0.00","0.0","0","75","47","55"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-18","0.00","0.0","0","75","49","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-19","0.00","0.0","0","65","53","54"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-20","0.00","0.0","0","62","53","54"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-21","0.00","0.0","0","61","54","55"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-22","0.05","0.0","0","60","44","44"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-23","0.00","0.0","0","65","38","47"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-24","0.00","0.0","0","71","45","48"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-25","0.00","0.0","0","73","47","49"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-26","0.00","0.0","0","66","43","64"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-27","0.00","0.0","0","81","52","52"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-28","0.00","0.0","0","74","47","52"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-29","0.00","0.0","0","65","50","51"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-30","0.00","0.0","0","72","49",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-03-31","0.00","0.0","0","70","45","49"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-01","0.00","0.0","0","66","46","51"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-02","0.00","0.0","0","64","47","55"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-03","0.00","0.0","0","65","48","48"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-04","0.00","0.0","0","67","42","48"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-05","0.00","0.0","0","81","47","52"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-06","0.00","0.0","0","75","48","50"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-07","0.00","0.0","0","67","45","54"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-08","0.02","0.0","0","62","48","49"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-09","0.00","0.0","0","66","46","54"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-10","0.00","0.0","0","63","49","49"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-11","0.00","0.0","0","64","44","51"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-12","0.00","0.0","0","66","45","53"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-13","0.00","0.0","0","73","55","56"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-14","0.00","0.0","0","64","49","49"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-15","0.00","0.0","0","59","46","46"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-16","0.00","0.0","0","65","39","48"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-17","0.00","0.0","0","67","42","50"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-18","0.00","0.0","0","74","46","56"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-19","0.00","0.0","0","96","50","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-20","0.00","0.0","0","97","60","66"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-21","0.00","0.0","0","88","57","57"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-22","0.00","0.0","0","67","53","56"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-23","0.00","0.0","0","66","55","56"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-24","0.00","0.0","0","64","53","54"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-25","0.00","0.0","0","66","47","50"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-26","0.00","0.0","0","63","45","50"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-27","0.00","0.0","0","65","46","51"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-28","0.00","0.0","0","62","45","49"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-29","0.00","0.0","0","64","45","50"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-04-30","0.00","0.0","0","67","46","54"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-01","0.00","0.0","0","69","50","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-02","0.00","0.0","0","67","55","55"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-03","0.00","0.0","0","69","54","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-04","0.00","0.0","0","69","54","57"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-05","0.00","0.0","0","70","52","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-06","0.00","0.0","0","81","55","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-07","0.00","0.0","0","81","54","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-08","0.00","0.0","0","74","53","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-09","0.00","0.0","0","67","55","56"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-10","0.00","0.0","0","65","56","57"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-11","0.00","0.0","0","66","55","55"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-12","0.00","0.0","0","68","53","54"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-13","0.00","0.0","0","71","49","57"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-14","0.00","0.0","0","72","53","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-15","0.00","0.0","0","73","54","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-16","0.00","0.0","0","70","60","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-17","0.00","0.0","0","70","58","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-18","0.00","0.0","0","67","58","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-19","0.00","0.0","0","66","57","57"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-20","0.00","0.0","0","69","54","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-21","0.00","0.0","0","71","54","57"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-22","0.00","0.0","0","68","56","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-23","0.00","0.0","0","68","55","55"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-24","0.00","0.0","0","66","53","57"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-25","0.00","0.0","0","66","56","56"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-26","0.00","0.0","0","67","50","56"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-27","0.00","0.0","0","69","56","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-28","0.00","0.0","0","67","58","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-29","0.00","0.0","0","64","59","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-30","0.00","0.0","0","66","58","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-05-31","0.00","0.0","0","69","58","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-01","0.00","0.0",,"67","58","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-02","0.00","0.0","0","71","58","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-03","0.00","0.0","0","70","58","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-04","0.00","0.0","0","71","57","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-05","0.15","0.0","0","70","56","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-06","0.00","0.0","0","69","58","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-07","0.00","0.0","0","71","57","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-08","0.00","0.0","0","68","57","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-09","0.00","0.0","0","69","56","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-10","0.00","0.0","0","70","55","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-11","0.00","0.0","0","71","57","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-12","0.00","0.0","0","71","57","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-13","0.00","0.0","0","73","60","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-14","0.00","0.0","0","72","57","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-15","0.00","0.0","0","72","58","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-16","0.00","0.0","0","73","59","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-17","0.00","0.0","0","72","56","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-18","0.00","0.0","0","73","56","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-19","0.00","0.0","0","72","60","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-20","0.00","0.0","0","71","60","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-21","0.00","0.0","0","70","58","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-22","0.00","0.0","0","70","52","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-23","0.00","0.0","0","70","55","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-24","0.00","0.0","0","71","60","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-25","0.00","0.0","0","68","60","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-26","0.00","0.0","0","70","59","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-27","0.00","0.0","0","72","56","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-28","0.00","0.0","0","70","59","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-29","0.00","0.0","0","70","58","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-06-30","0.00","0.0","0","69","60","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-01","0.00","0.0","0","71","57","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-02","0.00","0.0","0","69","57","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-03","0.00","0.0","0","69","58","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-04","0.00","0.0","0","70","56","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-05","0.00","0.0","0","71","54","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-06","0.00","0.0","0","74","54","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-07","0.00","0.0","0","73","57","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-08","0.00","0.0","0","73","55","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-09","0.00","0.0","0","72","57","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-10","0.00","0.0","0","75","54","56"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-11","0.00","0.0","0","77","56",
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-12","0.00","0.0","0","78",,"62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-13","0.00","0.0","0","79","58","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-14","0.00","0.0","0","75","59","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-15","0.00","0.0","0","74","59","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-16","0.00","0.0","0","72","59","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-17","0.00","0.0","0","72","59","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-18","0.00","0.0","0","74","59","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-19","0.00","0.0","0","81","60","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-20","0.00","0.0","0","78","61","63"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-21","0.00","0.0","0","79","60","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-22","0.00","0.0","0","77","59","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-23","0.00","0.0","0","75","59","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-24","0.00","0.0","0","75","59","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-25","0.00","0.0","0","75","59","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-26","0.00","0.0","0","75","60","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-27","0.00","0.0","0","74","61","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-28","0.00","0.0","0","74","60","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-29","0.00","0.0","0","72","60","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-30","0.00","0.0","0","76","62","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-07-31","0.00","0.0","0","75","62","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-01","0.00","0.0","0","74","61","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-02","0.00","0.0","0","71","59","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-03","0.00","0.0","0","74","56","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-04","0.00","0.0","0","77","57","63"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-05","0.00","0.0","0","76","59","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-06","0.00","0.0","0","73","57","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-07","0.00","0.0","0","74","57","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-08","0.00","0.0","0","74","55","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-09","0.00","0.0","0","73","57","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-10","0.00","0.0","0","73","58","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-11","0.00","0.0","0","69","59","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-12","0.00","0.0","0","73","59","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-13","0.00","0.0","0","73","59","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-14","0.00","0.0","0","72","60","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-15","0.00","0.0","0","72","60","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-16","0.00","0.0","0","71","58","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-17","0.00","0.0","0","69","57","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-18","0.00","0.0","0","70","58","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-19","0.00","0.0","0","72","59","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-20","0.00","0.0","0","69","59","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-21","0.00","0.0","0","74","57","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-22","0.00","0.0","0","82","63","66"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-23","0.00","0.0","0","77","60","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-24","0.00","0.0","0","72","57","57"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-25","0.00","0.0","0","76","52","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-26","0.00","0.0","0","78","54","64"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-27","0.00","0.0","0","89","60","66"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-28","0.00","0.0","0","88","62","66"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-29","0.00","0.0","0","91","61","67"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-30","0.00","0.0","0","88","60","66"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-08-31","0.00","0.0","0","80","60","64"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-09-01","0.00","0.0","0","84","61","70"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-09-02","0.00","0.0","0","87","66","69"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-09-03","0.00","0.0","0","87","66","68"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-09-04","0.00","0.0","0","85","66","66"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2009-09-05","0.00","0.0","0","75","62","62"
